RowNumber;CustomerId;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Frecuencia de compra Mes;CantidadcompraPromedio;Compra_MasResalizada;#¿NOMBRE?;puede acceder;es activo ;Salario Estimado;Numero De producto;Score;Ternuere;Edad;Suma;75%Salary;;;;;;;;;;;;;;;;;;
1210;15715667;Sorokina;850;France;Female;32;7;0;2;0;0;155227;0;2;60538,53;5;VERDADERO;0;1;2,5;2,00;1;2,5;3;12;100897,55;;;;;;;;;;;;;;;;;;
1211;15658969;Gray;711;France;Male;51;7;0;3;1;0;38409,79;1;0;2496,63635;4;FALSO;1;1;3,5;3,00;2,5;2,5;1;14,5;24966,3635;;;;;;;;;;;;;;;;;;
1212;15738174;Ervin;452;France;Female;32;5;0;2;0;1;75279,39;0;8;29358,9621;13;VERDADERO;0;3;3;2,00;3,5;3;3;17,5;48931,6035;;;;;;;;;;;;;;;;;;
1213;15813590;Vance;610;Spain;Male;42;6;0;2;1;0;158302,59;1;0;20579,3367;6;FALSO;1;1;2,5;2,00;2,5;2,5;2;13,5;102896,6835;;;;;;;;;;;;;;;;;;
1214;15624229;Noble;694;France;Female;22;4;0;2;1;1;11525,72;0;10;1498,3436;2;VERDADERO;0;3;4;2,00;2,5;3;5;19,5;7491,718;;;;;;;;;;;;;;;;;;
1215;15674148;Milanesi;579;Spain;Male;33;6;0;1;1;0;94993,04;1;0;18523,6428;13;FALSO;1;1;3;1,00;2,5;2,5;3;14;61745,476;;;;;;;;;;;;;;;;;;
1216;15625080;Parkin;745;Spain;Female;54;8;0;1;1;0;173912,29;1;0;33912,89655;13;FALSO;1;1;2,5;1,00;2;2;1;10,5;113042,9885;;;;;;;;;;;;;;;;;;
1217;15682528;Cremonesi;572;France;Male;33;5;0;1;0;1;41139,05;0;6;13370,19125;2;VERDADERO;0;3;3,5;1,00;2,5;3;3;16;26740,3825;;;;;;;;;;;;;;;;;;
1218;15696900;Burns;505;Germany;Male;29;3;145541,56;2;1;1;58019,95;0;8;7542,5935;2;VERDADERO;0;3;3;2,00;3,5;3;3;17,5;37712,9675;;;;;;;;;;;;;;;;;;
1219;15730038;Docherty;706;France;Female;23;5;0;1;0;0;164128,41;1;3;21336,6933;13;VERDADERO;0;1;2,5;1,00;2,5;3;3;13;106683,4665;;;;;;;;;;;;;;;;;;
1220;15812272;Ugonna;693;Germany;Male;44;5;124601,58;2;1;1;46998,13;1;0;15274,39225;11;FALSO;1;3;3;2,00;2,5;3;2;16,5;30548,7845;;;;;;;;;;;;;;;;;;
1221;15654654;L?;725;Germany;Female;33;7;115182,84;2;1;1;177279,41;0;6;69138,9699;1;VERDADERO;0;3;2,5;2,00;2,5;2,5;3;15,5;115231,6165;;;;;;;;;;;;;;;;;;
1222;15697625;Bevan;791;France;Male;37;2;163789,49;2;1;0;75832,53;0;4;19716,4578;2;VERDADERO;0;1;3;2,00;2;2,5;3;13,5;49291,1445;;;;;;;;;;;;;;;;;;
1223;15616280;Hsia;536;France;Male;46;1;65733,41;1;1;0;61094,53;0;4;15884,5778;9;VERDADERO;0;1;3;1,00;3,5;3;2;13,5;39711,4445;;;;;;;;;;;;;;;;;;
1224;15654229;O'Neill;699;Spain;Male;47;1;0;2;0;1;30117,44;0;6;9788,168;3;VERDADERO;0;3;3,5;2,00;2,5;3;2;16;19576,336;;;;;;;;;;;;;;;;;;
1225;15628298;Johnstone;500;Spain;Female;47;8;128486,11;1;1;0;179227,12;0;2;58248,814;8;VERDADERO;0;1;2,5;1,00;3,5;2;2;12;116497,628;;;;;;;;;;;;;;;;;;
1226;15733387;Pham;707;Spain;Female;53;6;109663,47;1;1;1;52110,45;0;3;20323,0755;3;VERDADERO;0;3;3;1,00;2,5;2,5;1;13;33871,7925;;;;;;;;;;;;;;;;;;
1227;15775572;Bergamaschi;531;Germany;Female;42;6;88324,31;2;1;0;75248,75;0;4;4891,16875;9;VERDADERO;0;1;3;2,00;3,5;2,5;2;14;48911,6875;;;;;;;;;;;;;;;;;;
1228;15613844;Murphy;557;France;Female;28;7;146445,24;2;1;0;184317,74;0;4;11980,6531;14;VERDADERO;0;1;2,5;2,00;2,5;2,5;3;13,5;119806,531;;;;;;;;;;;;;;;;;;
1229;15578515;Osinachi;659;France;Female;38;3;0;2;1;0;158553,1;0;4;30917,8545;4;VERDADERO;0;1;2,5;2,00;2,5;3;3;14;103059,515;;;;;;;;;;;;;;;;;;
1230;15607598;Muravyov;575;Spain;Female;31;6;0;2;1;1;95686,42;0;6;37317,7038;12;VERDADERO;0;3;3;2,00;2,5;2,5;3;16;62196,173;;;;;;;;;;;;;;;;;;
1231;15742480;Igwebuike;775;Germany;Male;36;2;109949,05;2;0;1;71682,54;0;6;13978,0953;7;VERDADERO;0;3;3;2,00;2;2,5;3;15,5;46593,651;;;;;;;;;;;;;;;;;;
1232;15749482;Zack;772;Spain;Male;30;4;78653,05;1;1;0;1790,48;0;4;116,3812;6;VERDADERO;0;1;4;1,00;2;3;3;14;1163,812;;;;;;;;;;;;;;;;;;
1233;15607537;Crawford;587;Germany;Male;46;9;107850,82;1;1;0;139431;1;0;54378,09;9;FALSO;1;1;2,5;1,00;2,5;2;2;12;90630,15;;;;;;;;;;;;;;;;;;
1234;15575410;Chidiegwu;667;Germany;Female;39;4;83765,35;2;1;0;118358,54;0;5;46159,8306;14;VERDADERO;0;1;3;2,00;2,5;3;3;14,5;76933,051;;;;;;;;;;;;;;;;;;
1235;15684865;Lucchesi;771;France;Female;66;7;143773,07;1;1;1;130827,88;0;2;51022,8732;2;VERDADERO;0;3;2,5;1,00;2;2,5;1;12;85038,122;;;;;;;;;;;;;;;;;;
1236;15600700;Pan;523;Germany;Male;63;6;116227,27;1;1;1;119404,63;0;4;15522,6019;12;VERDADERO;0;3;3;1,00;3,5;2,5;1;14;77613,0095;;;;;;;;;;;;;;;;;;
1237;15774155;Trevisani;662;Germany;Male;33;0;103471,52;1;1;1;162703;0;5;21151,39;8;VERDADERO;0;3;2,5;1,00;2,5;3;3;15;105756,95;;;;;;;;;;;;;;;;;;
1238;15634267;Yudin;717;France;Male;42;5;0;2;1;0;172665,21;0;3;67339,4319;7;VERDADERO;0;1;2,5;2,00;2,5;3;2;13;112232,3865;;;;;;;;;;;;;;;;;;
1239;15619626;Wade;746;France;Male;24;3;137492,35;2;0;1;170142,09;0;6;55296,17925;8;VERDADERO;0;3;2,5;2,00;2;3;3;15,5;110592,3585;;;;;;;;;;;;;;;;;;
1240;15660422;Chung;569;France;Male;28;7;0;2;1;0;73977,23;0;4;4808,51995;10;VERDADERO;0;1;3;2,00;2,5;2,5;3;14;48085,1995;;;;;;;;;;;;;;;;;;
1241;15617934;Septimus;579;France;Male;36;9;129829,59;1;1;1;60906,12;0;5;3958,8978;5;VERDADERO;0;3;3;1,00;2,5;2;3;14,5;39588,978;;;;;;;;;;;;;;;;;;
1242;15760774;Hargraves;519;France;Female;21;1;146329,57;2;1;1;194867,27;0;9;25332,7451;14;VERDADERO;0;3;2;2,00;3,5;3;5;18,5;126663,7255;;;;;;;;;;;;;;;;;;
1243;15813132;Chukwukadibia;696;Germany;Male;30;4;114027,7;1;1;1;193716,56;0;5;12591,5764;11;VERDADERO;0;3;2;1,00;2,5;3;3;14,5;125915,764;;;;;;;;;;;;;;;;;;
1244;15593331;Sidorov;693;Germany;Male;25;6;146580,69;1;0;1;14633,35;0;6;5707,0065;5;VERDADERO;0;3;4;1,00;2,5;2,5;3;16;9511,6775;;;;;;;;;;;;;;;;;;
1245;15616709;Bunton;587;Germany;Female;38;0;132122,42;2;0;0;31730,32;0;5;12374,8248;6;VERDADERO;0;1;3,5;2,00;2,5;3;3;15;20624,708;;;;;;;;;;;;;;;;;;
1246;15658052;Cameron;626;France;Female;44;10;81553,93;1;1;0;20063,63;1;0;2608,2719;15;FALSO;1;1;3,5;1,00;2,5;2;2;13;13041,3595;;;;;;;;;;;;;;;;;;
1247;15721189;Kung;666;France;Female;66;7;0;2;1;1;99792,82;0;4;6486,5333;9;VERDADERO;0;3;3;2,00;2,5;2,5;1;14;64865,333;;;;;;;;;;;;;;;;;;
1248;15711288;Hay;512;France;Male;24;6;0;2;1;0;37654,31;0;6;7342,59045;9;VERDADERO;0;1;3,5;2,00;3,5;2,5;3;15,5;24475,3015;;;;;;;;;;;;;;;;;;
1249;15770030;Conti;689;Spain;Female;28;3;0;2;1;1;192449,02;0;6;12509,1863;4;VERDADERO;0;3;2;2,00;2,5;3;3;15,5;125091,863;;;;;;;;;;;;;;;;;;
1250;15803681;Sims;803;France;Female;26;4;0;2;1;1;181208,47;0;6;23557,1011;12;VERDADERO;0;3;2,5;2,00;2;3;3;15,5;117785,5055;;;;;;;;;;;;;;;;;;
1251;15702789;Carter;548;Germany;Male;32;5;175214,71;1;1;1;155165,61;0;6;10085,76465;4;VERDADERO;0;3;2,5;1,00;3,5;3;3;16;100857,6465;;;;;;;;;;;;;;;;;;
1252;15814930;McGregor;588;Germany;Female;40;10;125534,51;1;1;0;121504,18;1;0;23693,3151;5;FALSO;1;1;3;1,00;2,5;2;2;12,5;78977,717;;;;;;;;;;;;;;;;;;
1253;15658306;Lo;693;France;Male;68;4;97705,99;1;1;1;61569,07;0;4;8003,9791;4;VERDADERO;0;3;3;1,00;2,5;3;1;13,5;40019,8955;;;;;;;;;;;;;;;;;;
1254;15699523;Chu;499;Germany;Female;55;4;126817,65;2;1;0;123269,71;0;4;16025,0623;13;VERDADERO;0;1;3;2,00;3,5;3;1;13,5;80125,3115;;;;;;;;;;;;;;;;;;
1255;15610383;Dumetolisa;628;France;Female;46;1;46870,43;4;1;0;31272,14;1;0;12196,1346;12;FALSO;1;1;3,5;4,00;2,5;3;2;17;20326,891;;;;;;;;;;;;;;;;;;
1256;15615032;Peng;624;Spain;Male;46;3;0;2;1;1;62825,03;0;6;24501,7617;15;VERDADERO;0;3;3;2,00;2,5;3;2;15,5;40836,2695;;;;;;;;;;;;;;;;;;
1257;15781989;Drake-Brockman;733;France;Male;42;9;120094,93;1;1;0;184056,45;0;1;71782,0155;7;VERDADERO;0;1;2,5;1,00;2;2;2;10,5;119636,6925;;;;;;;;;;;;;;;;;;
1258;15647402;Wan;628;France;Female;38;3;0;2;1;1;48924,73;0;7;6360,2149;7;VERDADERO;0;3;3;2,00;2,5;3;3;16,5;31801,0745;;;;;;;;;;;;;;;;;;
1259;15740494;Cameron;633;France;Female;33;3;0;2;1;0;191111,02;0;4;24844,4326;10;VERDADERO;0;1;2;2,00;2,5;3;3;13,5;124222,163;;;;;;;;;;;;;;;;;;
1260;15701265;Tretiakov;559;Germany;Female;36;1;104356,94;2;0;1;54184,06;0;7;10565,8917;5;VERDADERO;0;3;3;2,00;2,5;3;3;16,5;35219,639;;;;;;;;;;;;;;;;;;
1261;15743532;Ball;704;Germany;Male;27;5;147004,34;1;1;0;64381,33;1;0;20923,93225;11;FALSO;1;1;3;1,00;2,5;3;3;14,5;41847,8645;;;;;;;;;;;;;;;;;;
1262;15794870;Sal;744;Germany;Male;38;6;73023,17;2;1;0;78770,86;0;4;30720,6354;8;VERDADERO;0;1;3;2,00;2;2,5;3;13,5;51201,059;;;;;;;;;;;;;;;;;;
1263;15747591;Chung;665;Spain;Female;40;1;173432,55;1;0;1;116766,79;0;5;7589,84135;9;VERDADERO;0;3;3;1,00;2,5;3;2;14,5;75898,4135;;;;;;;;;;;;;;;;;;
1264;15726557;Lai;638;France;Female;42;7;165679,92;1;0;0;32916,29;0;3;10697,79425;13;VERDADERO;0;1;3,5;1,00;2,5;2,5;2;12,5;21395,5885;;;;;;;;;;;;;;;;;;
1265;15732199;Gether;837;Spain;Male;31;9;104678,62;1;0;1;50972,6;0;4;16566,095;7;VERDADERO;0;3;3;1,00;2;2;3;14;33132,19;;;;;;;;;;;;;;;;;;
1266;15662291;Davidson;534;France;Female;55;8;116973,26;3;1;0;122066,5;1;0;31737,29;14;FALSO;1;1;3;3,00;3,5;2;1;14,5;79343,225;;;;;;;;;;;;;;;;;;
1267;15749050;Justice;548;France;Female;36;3;0;1;1;0;65996,9;0;5;12869,3955;8;VERDADERO;0;1;3;1,00;3,5;3;3;14,5;42897,985;;;;;;;;;;;;;;;;;;
1268;15781586;Osonduagwuike;837;Germany;Male;38;2;126732,85;1;1;1;79577,38;0;5;15517,5891;7;VERDADERO;0;3;3;1,00;2;2,5;3;14,5;51725,297;;;;;;;;;;;;;;;;;;
1269;15617078;Ewing;658;France;Female;44;6;148481,09;1;1;0;130529,13;0;2;25453,18035;1;VERDADERO;0;1;2,5;1,00;2,5;2,5;2;11,5;84843,9345;;;;;;;;;;;;;;;;;;
1270;15723339;Chin;554;France;Female;38;4;137654,05;2;1;1;172629,67;0;6;11220,92855;1;VERDADERO;0;3;2,5;2,00;2,5;3;3;16;112209,2855;;;;;;;;;;;;;;;;;;
1271;15671322;Chiang;724;Germany;Male;30;7;115315,04;1;1;0;15216,53;0;4;989,07445;11;VERDADERO;0;1;4;1,00;2,5;2,5;3;14;9890,7445;;;;;;;;;;;;;;;;;;
1272;15793854;Ahmed;723;France;Male;42;2;99095,73;1;1;1;17512,53;0;5;5691,57225;10;VERDADERO;0;3;4;1,00;2,5;2,5;2;15;11383,1445;;;;;;;;;;;;;;;;;;
1273;15756539;Marshall;585;Germany;Female;39;7;165610,41;2;0;0;131852,01;0;4;42851,90325;1;VERDADERO;0;1;2,5;2,00;2,5;2,5;3;13,5;85703,8065;;;;;;;;;;;;;;;;;;
1274;15612064;Tsou;474;France;Male;33;5;0;2;1;0;181945,52;1;0;35479,3764;8;FALSO;1;1;2,5;2,00;3,5;3;3;16;118264,588;;;;;;;;;;;;;;;;;;
1275;15625916;Chien;562;Spain;Male;32;6;161628,66;1;1;0;91482,5;0;3;29731,8125;7;VERDADERO;0;1;3;1,00;2,5;2,5;3;13;59463,625;;;;;;;;;;;;;;;;;;
1276;15683195;Ubanwa;719;France;Male;32;9;146605,27;1;1;1;77119,45;0;5;10025,5285;5;VERDADERO;0;3;3;1,00;2,5;2;3;14,5;50127,6425;;;;;;;;;;;;;;;;;;
1277;15690182;Kapustin;635;Germany;Male;37;5;113488,68;1;1;0;95611,74;1;0;12429,5262;5;FALSO;1;1;3;1,00;2,5;3;3;14,5;62147,631;;;;;;;;;;;;;;;;;;
1278;15721719;Calabresi;743;France;Male;42;7;77002,2;2;1;1;80428,42;0;5;5227,8473;9;VERDADERO;0;3;3;2,00;2;2,5;2;14,5;52278,473;;;;;;;;;;;;;;;;;;
1279;15641690;Hsiao;681;Spain;Male;67;7;0;2;0;1;163714,92;0;4;53207,349;3;VERDADERO;0;3;2,5;2,00;2,5;2,5;1;13,5;106414,698;;;;;;;;;;;;;;;;;;
1280;15634896;Grant;521;France;Female;39;6;0;2;0;1;27375,15;0;8;8896,92375;9;VERDADERO;0;3;3,5;2,00;3,5;2,5;3;17,5;17793,8475;;;;;;;;;;;;;;;;;;
1281;15671590;H?;741;Spain;Male;25;4;0;2;1;1;73873,65;0;6;28810,7235;7;VERDADERO;0;3;3;2,00;2;3;3;16;48017,8725;;;;;;;;;;;;;;;;;;
1282;15779182;Chia;790;Spain;Male;46;8;182364,53;1;0;0;139266,48;1;1;54313,9272;10;VERDADERO;0;1;2,5;1,00;2;2;2;10,5;90523,212;;;;;;;;;;;;;;;;;;
1283;15778287;Ugoji;622;France;Male;35;8;0;2;1;1;131772,51;0;5;8565,21315;7;VERDADERO;0;3;2,5;2,00;2,5;2;3;15;85652,1315;;;;;;;;;;;;;;;;;;
1284;15609510;Gregory;669;France;Male;45;7;149364,58;1;0;1;173454,07;0;4;45098,0582;11;VERDADERO;0;3;2,5;1,00;2,5;2,5;2;13,5;112745,1455;;;;;;;;;;;;;;;;;;
1285;15742229;Mackay;583;France;Male;59;7;127450,14;1;0;1;67552,71;0;3;21954,63075;12;VERDADERO;0;3;3;1,00;2,5;2,5;1;13;43909,2615;;;;;;;;;;;;;;;;;;
1286;15658532;Nnamutaezinwa;520;Spain;Female;63;5;162278,32;1;1;1;34765,33;0;5;2259,74645;11;VERDADERO;0;3;3,5;1,00;3,5;3;1;15;22597,4645;;;;;;;;;;;;;;;;;;
1287;15590993;Findlay;579;Spain;Male;37;5;152212,88;2;0;0;120219,14;0;5;39071,2205;8;VERDADERO;0;1;3;2,00;2,5;3;3;14,5;78142,441;;;;;;;;;;;;;;;;;;
1288;15565701;Ferri;698;Spain;Female;39;9;161993,89;1;0;0;90212,38;0;3;11727,6094;10;VERDADERO;0;1;3;1,00;2,5;2;3;12,5;58638,047;;;;;;;;;;;;;;;;;;
1289;15597239;Ku;548;Spain;Male;39;7;131468,44;1;1;0;164975,82;0;4;32170,2849;5;VERDADERO;0;1;2,5;1,00;3,5;2,5;3;13,5;107234,283;;;;;;;;;;;;;;;;;;
1290;15688880;Amechi;672;Germany;Male;40;10;102980,44;1;1;0;1285,81;1;0;83,57765;11;FALSO;1;1;4;1,00;2,5;2;2;13,5;835,7765;;;;;;;;;;;;;;;;;;
1291;15813917;Kirk;653;Germany;Male;31;9;143321,97;1;1;0;83679,46;0;3;27195,8245;6;VERDADERO;0;1;3;1,00;2,5;2;3;12,5;54391,649;;;;;;;;;;;;;;;;;;
1292;15679611;Andrews;734;Spain;Female;37;2;130404,92;1;0;0;34548,74;0;3;11228,3405;6;VERDADERO;0;1;3,5;1,00;2;2,5;3;13;22456,681;;;;;;;;;;;;;;;;;;
1293;15636589;Murray;794;France;Female;41;7;0;2;1;1;74275,08;0;5;9655,7604;7;VERDADERO;0;3;3;2,00;2;2,5;2;14,5;48278,802;;;;;;;;;;;;;;;;;;
1294;15687752;Griffin;641;France;Male;30;2;87505,47;2;0;1;7278,57;0;7;1419,32115;5;VERDADERO;0;3;4;2,00;2,5;2,5;3;17;4731,0705;;;;;;;;;;;;;;;;;;
1295;15584363;Longstaff;824;France;Male;30;0;133634,02;1;1;1;162053,92;0;5;31600,5144;14;VERDADERO;0;3;2,5;1,00;2;3;3;14,5;105335,048;;;;;;;;;;;;;;;;;;
1296;15737748;McWilliam;534;Spain;Female;33;3;151233,62;1;0;0;199336,63;0;4;25913,7619;12;VERDADERO;0;1;2;1,00;3,5;3;3;13,5;129568,8095;;;;;;;;;;;;;;;;;;
1297;15803365;Coffee;653;Spain;Male;55;2;70263,83;1;0;1;62347,71;0;3;8105,2023;8;VERDADERO;0;3;3;1,00;2,5;2,5;1;13;40526,0115;;;;;;;;;;;;;;;;;;
1298;15793247;Hancock;498;France;Male;34;5;0;2;1;1;91711,66;0;8;29806,2895;14;VERDADERO;0;3;3;2,00;3,5;3;3;17,5;59612,579;;;;;;;;;;;;;;;;;;
1299;15572360;Clark;683;France;Male;30;10;57657,49;1;0;0;79240,9;0;3;25753,2925;1;VERDADERO;0;1;3;1,00;2,5;2;3;12,5;51506,585;;;;;;;;;;;;;;;;;;
1300;15795166;Creswell;618;Germany;Male;42;8;153572,31;2;1;1;76679,6;0;5;9968,348;5;VERDADERO;0;3;3;2,00;2,5;2;2;14,5;49841,74;;;;;;;;;;;;;;;;;;
1301;15724620;Dodds;538;France;Male;37;1;134752,08;1;1;0;162511,55;0;4;31689,75225;14;VERDADERO;0;1;2,5;1,00;3,5;3;3;14;105632,5075;;;;;;;;;;;;;;;;;;
1302;15800856;Ewen;643;Spain;Male;34;3;83132,09;1;1;1;21360,88;0;6;2776,9144;11;VERDADERO;0;3;3,5;1,00;2,5;3;3;16;13884,572;;;;;;;;;;;;;;;;;;
1303;15671097;Carter;428;France;Female;31;2;0;2;1;0;54487,43;0;5;14166,7318;15;VERDADERO;0;1;3;2,00;3;2,5;3;14,5;35416,8295;;;;;;;;;;;;;;;;;;
1304;15683930;Ch'iu;593;Germany;Female;32;9;134096,53;2;1;0;53931,05;1;0;14022,073;1;FALSO;1;1;3;2,00;2,5;2;3;14,5;35055,1825;;;;;;;;;;;;;;;;;;
1305;15749004;Tsao;718;France;Female;31;0;118100,59;2;1;0;103165,15;0;5;33528,67375;10;VERDADERO;0;1;3;2,00;2,5;3;3;14,5;67057,3475;;;;;;;;;;;;;;;;;;
1306;15800434;Burgess;811;Germany;Male;52;10;76915,4;1;0;0;146359,81;1;-1;38053,5506;2;VERDADERO;0;1;2,5;1,00;2;2;1;9,5;95133,8765;;;;;;;;;;;;;;;;;;
1307;15709117;Fanucci;823;Spain;Female;46;3;81576,75;1;1;1;28370,95;1;0;1844,11175;1;FALSO;1;3;3,5;1,00;2;3;2;15,5;18441,1175;;;;;;;;;;;;;;;;;;
1308;15638806;Blackburn;645;Spain;Male;49;2;0;2;0;0;10023,15;0;4;3909,0285;3;VERDADERO;0;1;4;2,00;2,5;2,5;2;14;6515,0475;;;;;;;;;;;;;;;;;;
1309;15662294;Bennett;710;France;Male;33;10;118327,17;2;1;1;192928,82;0;5;37621,1199;10;VERDADERO;0;3;2;2,00;2,5;2;3;14,5;125403,733;;;;;;;;;;;;;;;;;;
1310;15690079;Boniwell;591;Spain;Male;30;8;124857,69;2;0;0;50485,7;0;4;19689,423;14;VERDADERO;0;1;3;2,00;2,5;2;3;13,5;32815,705;;;;;;;;;;;;;;;;;;
1311;15759317;Vasilieva;748;Germany;Female;27;2;90971,85;1;1;1;131662,47;0;4;25674,18165;1;VERDADERO;0;3;2,5;1,00;2;2,5;3;14;85580,6055;;;;;;;;;;;;;;;;;;
1312;15750497;Longo;850;France;Female;37;7;153147,75;1;1;1;152235,3;0;3;19790,589;14;VERDADERO;0;3;2,5;1,00;1;2,5;3;13;98952,945;;;;;;;;;;;;;;;;;;
1313;15596181;Kwemto;542;France;Male;38;8;65942,26;1;1;1;68093,23;1;0;17704,2398;4;FALSO;1;3;3;1,00;3,5;2;3;16,5;44260,5995;;;;;;;;;;;;;;;;;;
1314;15576602;Lawrence;809;France;Male;38;3;0;2;1;1;80061,31;0;6;20815,9406;13;VERDADERO;0;3;3;2,00;2;3;3;16;52039,8515;;;;;;;;;;;;;;;;;;
1315;15644833;Duncan;675;France;Male;54;2;0;1;1;0;149583,67;1;0;58337,6313;12;FALSO;1;1;2,5;1,00;2,5;2,5;1;11,5;97229,3855;;;;;;;;;;;;;;;;;;
1316;15734634;Bocharova;607;Spain;Female;27;5;100912,19;1;0;0;7631,27;0;5;2480,16275;3;VERDADERO;0;1;4;1,00;2,5;3;3;14,5;4960,3255;;;;;;;;;;;;;;;;;;
1317;15808689;Morres;850;France;Female;31;4;0;2;1;1;33082,81;0;6;2150,38265;14;VERDADERO;0;3;3,5;2,00;1;3;3;15,5;21503,8265;;;;;;;;;;;;;;;;;;
1318;15720702;Shih;789;France;Male;37;3;0;1;1;0;121883,87;1;0;7922,45155;10;FALSO;1;1;3;1,00;2;3;3;14;79224,5155;;;;;;;;;;;;;;;;;;
1319;15665077;Vogel;598;France;Female;43;5;0;3;1;1;100722,72;1;0;13093,9536;5;FALSO;1;3;3;3,00;2,5;3;2;17,5;65469,768;;;;;;;;;;;;;;;;;;
1320;15763612;T'an;756;Germany;Male;41;2;124439,49;2;0;1;47093,11;0;5;18366,3129;10;VERDADERO;0;3;3;2,00;2;2,5;2;14,5;30610,5215;;;;;;;;;;;;;;;;;;
1321;15596493;Wisdom;687;France;Female;47;7;0;2;1;1;177624,01;0;5;69273,3639;13;VERDADERO;0;3;2,5;2,00;2,5;2,5;2;14,5;115455,6065;;;;;;;;;;;;;;;;;;
1322;15704483;Lorenzo;724;France;Male;40;6;0;2;0;0;106149,48;0;3;34498,581;14;VERDADERO;0;1;3;2,00;2,5;2,5;2;13;68997,162;;;;;;;;;;;;;;;;;;
1323;15598846;Shahan;700;France;Female;44;2;58781,76;1;1;0;16874,92;0;3;6581,2188;5;VERDADERO;0;1;4;1,00;2,5;2,5;2;13;10968,698;;;;;;;;;;;;;;;;;;
1324;15629244;Bryant;635;Spain;Male;50;7;159453,64;2;0;0;54560,79;1;2;7092,9027;10;VERDADERO;0;1;3;2,00;2,5;2,5;1;12;35464,5135;;;;;;;;;;;;;;;;;;
1325;15765537;Liang;687;Germany;Male;26;2;142721,52;1;1;1;153605,75;0;5;29953,12125;11;VERDADERO;0;3;2,5;1,00;2,5;2,5;3;14,5;99843,7375;;;;;;;;;;;;;;;;;;
1326;15729975;Chidozie;613;France;Female;46;8;167795,6;1;0;1;44390,38;0;4;2885,3747;13;VERDADERO;0;3;3,5;1,00;2,5;2;2;14;28853,747;;;;;;;;;;;;;;;;;;
1327;15682773;Hayward;781;France;Female;38;3;128345,69;2;1;0;63218,85;0;4;16436,901;14;VERDADERO;0;1;3;2,00;2;3;3;14;41092,2525;;;;;;;;;;;;;;;;;;
1328;15688007;Liu;703;Spain;Male;20;3;165260,98;1;1;1;41626,78;0;8;2705,7407;6;VERDADERO;0;3;3,5;1,00;2,5;3;5;18;27057,407;;;;;;;;;;;;;;;;;;
1329;15574331;Alexeeva;593;Germany;Female;62;3;118233,81;1;0;1;24765,53;1;4;9658,5567;7;VERDADERO;0;3;3,5;1,00;2,5;3;1;14;16097,5945;;;;;;;;;;;;;;;;;;
1330;15645572;Calabresi;743;France;Female;40;6;0;1;1;0;28280,8;1;0;3676,504;12;FALSO;1;1;3,5;1,00;2;2,5;2;13;18382,52;;;;;;;;;;;;;;;;;;
1331;15742854;Lettiere;640;Spain;Female;46;8;0;2;1;0;89043,19;0;3;5787,80735;8;VERDADERO;0;1;3;2,00;2,5;2;2;12,5;57878,0735;;;;;;;;;;;;;;;;;;
1332;15575417;Chou;849;Germany;Male;37;7;143452,74;2;1;1;17294,12;0;7;1124,1178;4;VERDADERO;0;3;4;2,00;2;2,5;3;16,5;11241,178;;;;;;;;;;;;;;;;;;
1333;15796721;Nnamutaezinwa;778;France;Male;38;3;145018,49;2;1;1;126702,41;0;6;49413,9399;1;VERDADERO;0;3;3;2,00;2;3;3;16;82356,5665;;;;;;;;;;;;;;;;;;
1334;15734942;Nnamutaezinwa;539;Germany;Female;38;8;82407,51;1;1;0;13123,41;0;5;4265,10825;3;VERDADERO;0;1;4;1,00;3,5;2;3;14,5;8530,2165;;;;;;;;;;;;;;;;;;
1335;15664772;Greece;489;Germany;Male;28;1;79460,98;2;1;1;167973,63;0;7;10918,28595;5;VERDADERO;0;3;2,5;2,00;3,5;3;3;17;109182,8595;;;;;;;;;;;;;;;;;;
1336;15576683;Yin;568;Spain;Female;43;9;0;1;1;0;125870,79;1;0;40908,00675;13;FALSO;1;1;3;1,00;2,5;2;2;12,5;81816,0135;;;;;;;;;;;;;;;;;;
1337;15682563;Larionova;618;Spain;Male;38;5;126473,99;1;1;0;91972,49;0;4;29891,05925;7;VERDADERO;0;1;3;1,00;2,5;3;3;13,5;59782,1185;;;;;;;;;;;;;;;;;;
1338;15650889;Golubev;710;Germany;Female;30;10;133537,1;2;1;0;155593,74;0;3;50567,9655;12;VERDADERO;0;1;2,5;2,00;2,5;2;3;13;101135,931;;;;;;;;;;;;;;;;;;
1339;15612108;Norman;625;France;Male;52;5;164978,01;1;1;1;67788,49;0;4;4406,25185;1;VERDADERO;0;3;3;1,00;2,5;3;1;13,5;44062,5185;;;;;;;;;;;;;;;;;;
1340;15761132;Capon;682;Spain;Male;46;7;128029,72;1;1;1;62615,35;0;4;12209,99325;4;VERDADERO;0;3;3;1,00;2,5;2,5;2;14;40699,9775;;;;;;;;;;;;;;;;;;
1341;15645511;Chukwudi;727;Spain;Male;43;2;97403,18;1;1;1;107415,02;1;0;41891,8578;6;FALSO;1;3;3;1,00;2,5;2,5;2;15;69819,763;;;;;;;;;;;;;;;;;;
1342;15609824;Fedorov;794;France;Female;41;7;176845,41;3;1;0;166526,26;1;0;54121,0345;1;FALSO;1;1;2,5;3,00;2;2,5;2;14;108242,069;;;;;;;;;;;;;;;;;;
